filepath,n_img,n_svg,n_video,n_audio,n_canvas,n_css_links,n_icon_links,n_inline_styles,unique_classes
datasets/CleanSet1/html/amazonaws.com_clean.html,4,71,0,0,0,12,6,165,703
datasets/CleanSet1/html/amazontrust.com_clean.html,1,0,0,0,0,1,0,0,8
datasets/CleanSet1/html/amazonvideo.com_clean.html,17,22,0,0,0,8,16,28,156
datasets/CleanSet1/html/amd.com_clean.html,35,0,0,0,0,6,2,8,256
datasets/CleanSet1/html/ameba.jp_clean.html,83,28,0,0,0,1,0,58,250
datasets/CleanSet1/html/ameblo.jp_clean.html,126,23,0,0,0,3,2,3,178
datasets/CleanSet1/html/americanexpress.com_clean.html,13,8,0,0,0,1,1,6,206
datasets/CleanSet1/html/amplitude.com_clean.html,67,12,0,0,0,10,3,125,563
datasets/CleanSet1/html/ampproject.org_clean.html,1,68,0,0,0,0,1,5,120
datasets/CleanSet1/html/amzn.to_clean.html,14,0,0,0,0,2,1,10,141
datasets/CleanSet1/html/an1.com_clean.html,67,26,0,0,0,1,4,43,113
datasets/CleanSet1/html/ancestry.com_clean.html,12,0,0,0,0,5,2,506,286
datasets/CleanSet1/html/android.com_clean.html,29,95,4,0,0,4,8,71,328
datasets/CleanSet1/html/aniview.com_clean.html,53,0,0,0,0,45,1,31,669
datasets/CleanSet1/html/aniwatchtv.to_clean.html,8,0,0,0,0,3,7,1,84
datasets/CleanSet1/html/antarvasna3.com_clean.html,5,0,0,0,0,12,0,31,310
datasets/CleanSet1/html/anydesk.com_clean.html,95,0,0,0,0,4,5,8,304
datasets/CleanSet1/html/aol.com_clean.html,670,158,0,0,0,24,13,21,1007
datasets/CleanSet1/html/apa.org_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/apache.org_clean.html,49,0,0,0,0,6,15,1,110
datasets/CleanSet1/html/apnews.com_clean.html,157,361,219,0,0,2,3,26,226
datasets/CleanSet1/html/apornvideo.com_clean.html,17,0,0,0,0,1,14,49,57
datasets/CleanSet1/html/appcenter.ms_clean.html,7,1,0,0,0,1,0,2,49
datasets/CleanSet1/html/apple.com_clean.html,0,29,0,0,0,7,0,6,184
datasets/CleanSet1/html/apple.news_clean.html,0,0,0,0,0,2,2,0,16
datasets/CleanSet1/html/applovin.com_clean.html,3,10,0,0,0,1,1,6,168
datasets/CleanSet1/html/appsflyer.com_clean.html,31,1,0,0,0,12,3,3,371
datasets/CleanSet1/html/appspot.com_clean.html,1,2,0,1,0,0,0,0,105
datasets/CleanSet1/html/arabx.cam_clean.html,31,0,0,0,0,2,6,50,57
datasets/CleanSet1/html/arbada.com_clean.html,44,0,0,0,0,2,1,54,57
datasets/CleanSet1/html/arcgis.com_clean.html,1,0,0,0,0,4,1,2,38
datasets/CleanSet1/html/archive.org_clean.html,0,0,0,0,0,1,1,0,1
datasets/CleanSet1/html/archiveofourown.org_clean.html,1,2,0,0,0,6,0,0,69
datasets/CleanSet1/html/argos.co.uk_clean.html,43,48,0,0,0,3,0,45,345
datasets/CleanSet1/html/armgs.team_clean.html,100,2,0,0,0,9,1,96,288
datasets/CleanSet1/html/arstechnica.com_clean.html,61,129,0,0,0,4,3,5,669
datasets/CleanSet1/html/arxiv.org_clean.html,4,7,0,0,0,3,4,13,51
datasets/CleanSet1/html/asu.edu_clean.html,24,4,0,0,0,2,1,5,221
datasets/CleanSet1/html/asuracomic.net_clean.html,126,310,0,0,0,5,1,339,457
datasets/CleanSet1/html/asus.com_clean.html,22,26,0,0,0,14,1,63,200
datasets/CleanSet1/html/atlassian.com_clean.html,70,209,3,0,0,2,0,916,1485
datasets/CleanSet1/html/atlassian.net_clean.html,62,22,0,0,0,1,4,141,279
datasets/CleanSet1/html/att.com_clean.html,0,22,0,0,0,1,0,8,262
datasets/CleanSet1/html/att.net_clean.html,32,164,0,0,0,2,1,31,718
datasets/CleanSet1/html/attn.tv_clean.html,120,0,0,0,0,1,2,1,323
datasets/CleanSet1/html/aucey.com_clean.html,3,0,0,0,0,1,0,1,23
datasets/CleanSet1/html/autodesk.com_clean.html,63,105,1,0,0,10,3,37,475
datasets/CleanSet1/html/avast.com_clean.html,209,0,0,0,0,21,2,74,491
datasets/CleanSet1/html/avira.com_clean.html,10,0,0,0,0,2,3,3,367
datasets/CleanSet1/html/avito.ru_clean.html,101,112,0,0,0,7,1,336,334
datasets/CleanSet1/html/az24.vn_clean.html,13,0,0,0,0,1,1,10,193
datasets/CleanSet1/html/azure.com_clean.html,105,3,0,0,0,26,1,36,464
datasets/CleanSet1/html/azure.net_clean.html,99,2,0,0,0,26,1,35,392
datasets/CleanSet1/html/b-cdn.net_clean.html,107,1,1,0,0,1,9,72,258
datasets/CleanSet1/html/baidu.com_clean.html,30,8,0,0,0,2,3,40,211
datasets/CleanSet1/html/bakecaincontrii.com_clean.html,0,16,0,0,0,1,1,0,143
datasets/CleanSet1/html/bakusai.com_clean.html,5,0,1,0,0,0,2,3,63
datasets/CleanSet1/html/bankofamerica.com_clean.html,33,24,0,0,0,2,6,0,194
datasets/CleanSet1/html/banxia.la_clean.html,11,0,0,0,0,2,1,10,52
datasets/CleanSet1/html/barnesandnoble.com_clean.html,310,0,0,0,0,3,17,5,111
datasets/CleanSet1/html/bato.to_clean.html,114,0,0,0,0,5,2,4,136
datasets/CleanSet1/html/battwo.com_clean.html,114,0,0,0,0,5,2,4,136
datasets/CleanSet1/html/bb2r.com_clean.html,1,0,0,0,0,1,0,0,6
datasets/CleanSet1/html/bbc.co.uk_clean.html,87,94,0,0,0,0,18,1,387
datasets/CleanSet1/html/bbc.com_clean.html,102,75,0,0,0,1,5,4,363
datasets/CleanSet1/html/beboo.ru_clean.html,2,0,0,0,0,0,14,3,78
datasets/CleanSet1/html/beeline.ru_clean.html,29,5,0,0,0,5,4,92,210
datasets/CleanSet1/html/beget.com_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/beget.ru_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/berkeley.edu_clean.html,27,0,1,0,0,5,1,10,207
datasets/CleanSet1/html/betika.com_clean.html,1,0,0,0,0,3,6,1,3
datasets/CleanSet1/html/betpawa.ug_clean.html,0,0,0,0,0,0,1,0,0
datasets/CleanSet1/html/betway.co.za_clean.html,0,0,0,0,0,3,4,0,0
datasets/CleanSet1/html/betweendigital.com_clean.html,0,0,0,0,0,2,0,1,0
datasets/CleanSet1/html/bfmtv.com_clean.html,310,29,0,0,0,5,8,8,204
datasets/CleanSet1/html/bhojpurisex.site_clean.html,51,0,0,0,0,10,2,0,214
datasets/CleanSet1/html/biblegateway.com_clean.html,7,22,0,0,0,4,4,3,138
datasets/CleanSet1/html/bidmachine.io_clean.html,40,0,1,0,0,1,2,22,150
datasets/CleanSet1/html/bikewale.com_clean.html,188,86,0,0,0,1,0,339,412
datasets/CleanSet1/html/bild.de_clean.html,276,75,0,0,0,1,16,394,239
datasets/CleanSet1/html/bilibili.com_clean.html,25,55,0,0,0,7,2,93,117
datasets/CleanSet1/html/bilibili.tv_clean.html,2,0,0,0,0,2,2,36,47
datasets/CleanSet1/html/bing.com_clean.html,2,7,0,0,0,0,1,11,113
datasets/CleanSet1/html/biomedcentral.com_clean.html,8,8,0,0,0,3,5,8,87
datasets/CleanSet1/html/bit.ly_clean.html,82,11,0,0,0,1,1,46,310
datasets/CleanSet1/html/bitdefender.net_clean.html,18,4,0,0,0,7,15,36,328
datasets/CleanSet1/html/bitrix24.ru_clean.html,15,69,8,0,0,14,5,4146,529
datasets/CleanSet1/html/blic.rs_clean.html,121,127,0,0,0,1,3,26,157
datasets/CleanSet1/html/blogger.com_clean.html,42,5,0,0,0,2,15,1,96
datasets/CleanSet1/html/blogspot.com_clean.html,42,5,0,0,0,2,15,1,96
datasets/CleanSet1/html/bloomberg.com_clean.html,90,72,1,2,0,27,1,96,375
datasets/CleanSet1/html/boardgamearena.com_clean.html,16,0,0,0,0,3,13,23,54
datasets/CleanSet1/html/booking.com_clean.html,17,38,0,0,0,41,4,394,404
datasets/CleanSet1/html/bootstrapcdn.com_clean.html,1,14,0,0,0,2,5,1,109
datasets/CleanSet1/html/botinok.porn_clean.html,237,0,0,0,0,1,4,0,16
datasets/CleanSet1/html/box.com_clean.html,83,21,0,0,0,0,12,31,214
datasets/CleanSet1/html/boyfriendtv.com_clean.html,193,15,0,0,0,2,13,155,226
datasets/CleanSet1/html/bpexch.net_clean.html,1,0,0,0,0,11,1,7,23
datasets/CleanSet1/html/branch.io_clean.html,39,4,0,0,0,5,2,23,292
datasets/CleanSet1/html/brave.com_clean.html,30,1,0,0,0,3,4,18,608
datasets/CleanSet1/html/braze.com_clean.html,37,79,0,0,0,4,1,77,574
datasets/CleanSet1/html/britannica.com_clean.html,59,1,0,0,0,5,1,45,345
datasets/CleanSet1/html/bsky.app_clean.html,0,1,0,0,0,1,4,0,0
datasets/CleanSet1/html/business.site_clean.html,41,40,1,0,0,7,3,64,431
datasets/CleanSet1/html/businessinsider.com_clean.html,154,46,0,0,0,2,14,18,301
datasets/CleanSet1/html/buzzfeed.com_clean.html,8,33,1,0,0,0,7,33,159
datasets/CleanSet1/html/ca.gov_clean.html,10,0,0,0,0,2,12,5,192
datasets/CleanSet1/html/cafef.vn_clean.html,18,1,0,0,0,0,1,10,196
datasets/CleanSet1/html/caixa.gov.br_clean.html,34,0,0,0,0,10,2,21,162
datasets/CleanSet1/html/calculator.net_clean.html,6,0,0,0,0,2,3,3,10
datasets/CleanSet1/html/calendly.com_clean.html,0,0,0,0,0,1,1,0,3
datasets/CleanSet1/html/cam4.com_clean.html,75,168,0,0,0,1,5,30,220
datasets/CleanSet1/html/canada.ca_clean.html,8,0,0,0,0,3,1,0,22
datasets/CleanSet1/html/capcut.com_clean.html,27,15,16,0,0,4,1,6,145
datasets/CleanSet1/html/cardgames.io_clean.html,4,0,0,0,0,1,3,5,53
datasets/CleanSet1/html/carsensor.net_clean.html,65,0,0,0,0,7,2,21,337
datasets/CleanSet1/html/carwale.com_clean.html,135,70,0,0,0,1,1,376,431
datasets/CleanSet1/html/casalemedia.com_clean.html,32,21,0,0,0,6,3,43,359
datasets/CleanSet1/html/cbsnews.com_clean.html,118,84,1,0,0,1,3,9,221
datasets/CleanSet1/html/cdc.gov_clean.html,21,0,0,0,0,3,4,0,162
datasets/CleanSet1/html/cdiscount.com_clean.html,0,2,0,0,0,0,0,0,9
datasets/CleanSet1/html/cdnvideo.ru_clean.html,260,41,0,0,0,37,3,26,360
datasets/CleanSet1/html/change.org_clean.html,25,49,0,0,0,1,4,58,441
datasets/CleanSet1/html/character.ai_clean.html,0,0,0,0,0,1,2,0,9
datasets/CleanSet1/html/chaturbate.com_clean.html,10,1,0,0,0,3,12,13,82
datasets/CleanSet1/html/checkpoint.com_clean.html,40,1,0,0,5,15,4,9,195
datasets/CleanSet1/html/chess.com_clean.html,10,14,0,0,0,11,5,1,142
datasets/CleanSet1/html/chinamobile.com_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/cisco.com_clean.html,20,19,0,0,0,3,0,2,192
datasets/CleanSet1/html/clarity.ms_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/classlink.com_clean.html,98,5,1,0,0,1,2,55,309
datasets/CleanSet1/html/clevelandclinic.org_clean.html,29,1,0,0,0,2,6,2,206
datasets/CleanSet1/html/clever.com_clean.html,63,39,0,0,0,7,3,1,241
datasets/CleanSet1/html/cloud.com_clean.html,6,1,0,0,0,4,5,48,81
datasets/CleanSet1/html/cloud.microsoft_clean.html,16,18,0,0,0,4,1,37,157
datasets/CleanSet1/html/cloudflare-dns.com_clean.html,0,21,0,0,0,2,1,14,84
datasets/CleanSet1/html/cloudflare.com_clean.html,78,62,0,0,0,3,1,127,539
datasets/CleanSet1/html/cloudflareinsights.com_clean.html,1,0,0,0,0,0,0,2,0
datasets/CleanSet1/html/cloudinary.com_clean.html,58,9,1,0,0,11,10,34,235
datasets/CleanSet1/html/cloudns.net_clean.html,35,3,0,0,0,8,2,1,256
datasets/CleanSet1/html/cmoa.jp_clean.html,311,0,0,0,0,4,3,250,223
datasets/CleanSet1/html/cmu.edu_clean.html,25,12,0,0,0,6,1,1,148
datasets/CleanSet1/html/cnbc.com_clean.html,48,23,0,0,0,1,1,50,327
datasets/CleanSet1/html/cnet.com_clean.html,126,137,6,0,0,1,7,35,389
datasets/CleanSet1/html/cnn.com_clean.html,56,120,3,0,0,0,2,34,557
datasets/CleanSet1/html/cnnbrasil.com.br_clean.html,172,76,0,0,0,4,1,71,736
datasets/CleanSet1/html/com.se_clean.html,3,0,0,0,0,3,0,3,64
datasets/CleanSet1/html/conectate.com.do_clean.html,5,0,0,0,0,10,9,6,127
datasets/CleanSet1/html/connatix.com_clean.html,20,45,3,0,0,30,1,377,444
datasets/CleanSet1/html/consultant.ru_clean.html,6,4,0,0,0,2,5,2,157
datasets/CleanSet1/html/contextweb.com_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/conviva.com_clean.html,42,374,0,0,0,6,2,11,299
datasets/CleanSet1/html/cookiedatabase.org_clean.html,8,10,0,0,0,23,0,1,288
datasets/CleanSet1/html/cookielaw.org_clean.html,16,0,0,0,0,4,1,0,288
datasets/CleanSet1/html/cookpad.com_clean.html,21,22,0,0,0,3,9,0,309
datasets/CleanSet1/html/cornell.edu_clean.html,10,0,2,0,0,3,4,10,170
datasets/CleanSet1/html/corriere.it_clean.html,216,0,0,0,0,2,5,461,464
datasets/CleanSet1/html/costco.com_clean.html,44,109,0,0,0,4,0,50,292
datasets/CleanSet1/html/coursera.org_clean.html,37,13,0,0,0,1,14,96,326
datasets/CleanSet1/html/cpanel.net_clean.html,11,15,0,0,0,8,3,8,102
datasets/CleanSet1/html/crashlytics.com_clean.html,14,2,0,0,0,7,2,0,170
datasets/CleanSet1/html/crazygames.com_clean.html,108,27,0,0,0,7,9,284,110
datasets/CleanSet1/html/creativecommons.org_clean.html,13,2,0,0,0,2,3,5,53
datasets/CleanSet1/html/cricbuzz.com_clean.html,48,0,0,0,0,1,2,69,203
datasets/CleanSet1/html/criteo.com_clean.html,52,0,0,0,0,7,4,25,428
datasets/CleanSet1/html/crpt.ru_clean.html,0,8,3,0,0,2,1,30,75
datasets/CleanSet1/html/cursor.sh_clean.html,86,60,0,0,0,4,3,378,493
datasets/CleanSet1/html/dafont.com_clean.html,21,0,0,0,0,1,1,55,32
datasets/CleanSet1/html/dagbladet.no_clean.html,129,70,27,0,0,6,13,731,365
datasets/CleanSet1/html/dailymail.co.uk_clean.html,563,4,0,0,0,15,6,185,336
datasets/CleanSet1/html/dailymotion.com_clean.html,0,0,0,0,0,1,16,1,5
datasets/CleanSet1/html/dantri.com.vn_clean.html,179,19,0,0,0,0,1,9,296
datasets/CleanSet1/html/datadoghq.com_clean.html,26,19,11,0,0,3,3,34,529
datasets/CleanSet1/html/datadome.co_clean.html,55,84,0,0,0,7,4,87,263
datasets/CleanSet1/html/datto.com_clean.html,51,26,0,0,0,3,3,96,380
datasets/CleanSet1/html/daum.net_clean.html,0,0,0,0,0,2,1,0,0
datasets/CleanSet1/html/dbankcloud.cn_clean.html,2,0,0,0,0,0,0,6,0
datasets/CleanSet1/html/dbankcloud.com_clean.html,2,0,0,0,0,0,0,6,0
datasets/CleanSet1/html/dcinside.com_clean.html,343,0,0,0,0,3,1,543,392
datasets/CleanSet1/html/ddns.net_clean.html,3,0,0,0,0,1,1,13,134
datasets/CleanSet1/html/debian.org_clean.html,16,0,0,0,0,4,1,4,30
datasets/CleanSet1/html/deepintent.com_clean.html,81,69,1,0,0,1,2,2,280
datasets/CleanSet1/html/deepl.com_clean.html,48,52,1,0,0,2,4,11,737
datasets/CleanSet1/html/deezer.com_clean.html,6,32,0,0,0,4,7,19,153
datasets/CleanSet1/html/dell.com_clean.html,26,49,0,0,0,4,0,36,380
datasets/CleanSet1/html/deloitte.com_clean.html,43,0,1,0,0,8,6,22,366
datasets/CleanSet1/html/deltaork.com_clean.html,94,0,0,0,0,3,2,10,41
datasets/CleanSet1/html/desitales2.com_clean.html,2,39,0,0,0,7,3,14,271
datasets/CleanSet1/html/desitelugusex.com_clean.html,17,0,0,0,0,1,14,48,58
datasets/CleanSet1/html/deviantart.com_clean.html,64,139,0,0,0,1,12,271,306
datasets/CleanSet1/html/digicert.com_clean.html,52,0,1,0,0,6,3,227,238
datasets/CleanSet1/html/digikala.com_clean.html,1,0,0,0,0,4,0,1,0
datasets/CleanSet1/html/digitalocean.com_clean.html,46,87,2,0,0,1,6,49,285
datasets/CleanSet1/html/diretta.it_clean.html,4,58,0,0,0,38,4,2,195
datasets/CleanSet1/html/discord.com_clean.html,170,26,6,6,0,2,2,6,323
datasets/CleanSet1/html/discord.gg_clean.html,170,26,6,6,0,2,2,6,323
datasets/CleanSet1/html/discordapp.com_clean.html,170,26,6,6,0,2,2,6,323
datasets/CleanSet1/html/disneyplus.com_clean.html,107,61,6,0,0,3,4,48,272
datasets/CleanSet1/html/disqus.com_clean.html,0,0,0,0,0,0,14,1,0
datasets/CleanSet1/html/divar.ir_clean.html,2,0,0,0,0,8,6,3,82
datasets/CleanSet1/html/dlsite.com_clean.html,15,0,0,0,0,7,8,28,170
datasets/CleanSet1/html/dns.google_clean.html,0,0,0,0,0,3,1,0,10
datasets/CleanSet1/html/dnsmadeeasy.com_clean.html,6,20,0,0,0,41,3,89,509
datasets/CleanSet1/html/docker.com_clean.html,38,117,0,0,0,7,3,21,162
datasets/CleanSet1/html/docker.io_clean.html,38,118,0,0,0,7,3,21,164
datasets/CleanSet1/html/docomo.ne.jp_clean.html,169,0,0,0,0,28,7,2,498
datasets/CleanSet1/html/dogdrip.net_clean.html,3,0,0,0,0,9,2,120,135
datasets/CleanSet1/html/doi.org_clean.html,5,0,0,0,0,5,6,2,58
datasets/CleanSet1/html/donga.com_clean.html,81,37,0,0,0,6,0,6,231
datasets/CleanSet1/html/dotomi.com_clean.html,26,20,0,0,0,16,1,30,245
datasets/CleanSet1/html/doubleclick.net_clean.html,8,48,0,0,0,3,4,0,268
datasets/CleanSet1/html/doubleverify.com_clean.html,20,94,2,0,0,5,3,213,292
datasets/CleanSet1/html/doubtnut.com_clean.html,36,44,0,0,0,3,10,50,330
datasets/CleanSet1/html/dpboss.boston_clean.html,4,0,0,0,0,0,6,50,57
datasets/CleanSet1/html/dreamhost.com_clean.html,63,8,0,0,0,6,10,219,668
datasets/CleanSet1/html/dribbble.com_clean.html,102,136,12,0,0,10,5,149,284
datasets/CleanSet1/html/drom.ru_clean.html,115,3,0,0,0,4,2,87,233
datasets/CleanSet1/html/dropbox.com_clean.html,67,19,0,0,0,58,1,209,369
datasets/CleanSet1/html/dropcatch.com_clean.html,0,0,0,0,0,2,1,0,0
datasets/CleanSet1/html/duckdns.org_clean.html,3,0,0,0,0,1,5,11,33
datasets/CleanSet1/html/duckduckgo.com_clean.html,0,0,0,0,0,6,5,0,1
datasets/CleanSet1/html/duolingo.com_clean.html,0,0,0,0,0,2,2,1,1
datasets/CleanSet1/html/dw.com_clean.html,0,0,0,0,0,1,7,1,8
datasets/CleanSet1/html/dynatrace.com_clean.html,53,10,0,0,0,4,10,81,149
datasets/CleanSet1/html/dyndns.org_clean.html,0,0,0,0,0,1,0,0,21
datasets/CleanSet1/html/dzen.ru_clean.html,0,0,0,0,0,0,0,0,0
datasets/CleanSet1/html/e621.net_clean.html,7,16,0,0,0,2,7,1,58
datasets/CleanSet1/html/ea.com_clean.html,11,0,0,0,0,0,1,9,5
datasets/CleanSet1/html/ebay.co.uk_clean.html,31,50,0,0,0,2,1,75,380
datasets/CleanSet1/html/ebay.com_clean.html,108,62,0,0,0,2,1,221,267
datasets/CleanSet1/html/ebay.de_clean.html,18,32,0,0,0,2,1,41,394
datasets/CleanSet1/html/ecnavi.jp_clean.html,97,0,0,0,0,3,2,16,248
datasets/CleanSet1/html/edna.ru_clean.html,144,2,0,0,0,0,5,50,222
datasets/CleanSet1/html/eff.org_clean.html,21,0,0,0,0,3,4,6,170
datasets/CleanSet1/html/ekstrabladet.dk_clean.html,62,90,5,0,0,7,7,744,377
datasets/CleanSet1/html/elasticbeanstalk.com_clean.html,4,71,0,0,0,12,6,165,703
datasets/CleanSet1/html/elconfidencial.com_clean.html,134,34,0,0,0,20,1,7,680
datasets/CleanSet1/html/elegantthemes.com_clean.html,32,87,9,0,0,3,4,1,131
datasets/CleanSet1/html/elmundo.es_clean.html,41,77,0,0,0,1,4,12,371
datasets/CleanSet1/html/elpais.com_clean.html,127,15,0,0,0,1,2,6,268
datasets/CleanSet1/html/elsevier.com_clean.html,19,57,1,0,0,2,3,28,418
datasets/CleanSet1/html/eltiempo.es_clean.html,7,0,0,0,0,7,3,2,214
datasets/CleanSet1/html/emag.ro_clean.html,7,15,0,0,0,5,3,3,325
datasets/CleanSet1/html/epa.gov_clean.html,7,17,0,0,0,30,9,4,155
datasets/CleanSet1/html/epfindia.gov.in_clean.html,61,0,0,0,0,5,1,135,60
datasets/CleanSet1/html/eporner.com_clean.html,114,1,0,0,0,1,1,1,104
datasets/CleanSet1/html/erome.com_clean.html,4,0,0,0,0,4,5,0,22
datasets/CleanSet1/html/ertelecom.ru_clean.html,0,0,0,0,0,0,0,1,3
datasets/CleanSet1/html/escortbabylon.net_clean.html,11,0,0,0,0,4,1,4,46
datasets/CleanSet1/html/eset.com_clean.html,11,67,0,0,0,1,3,133,251
datasets/CleanSet1/html/espn.com.ve_clean.html,57,0,0,0,0,3,12,15,221
datasets/CleanSet1/html/espn.com_clean.html,86,0,0,0,0,3,12,22,240
datasets/CleanSet1/html/eu.com_clean.html,30,0,0,0,0,2,2,1,105
datasets/CleanSet1/html/europa.eu_clean.html,1,0,0,0,0,7,3,0,25
datasets/CleanSet1/html/eventbrite.com_clean.html,17,70,0,0,0,3,7,58,209
datasets/CleanSet1/html/evernote.com_clean.html,59,70,0,0,0,2,0,68,399
