filepath,n_img,n_svg,n_video,n_audio,n_canvas,n_css_links,n_icon_links,n_inline_styles,unique_classes
datasets/evasion2/EvasionSet2/html/aljazeera.com_phish_v1.html,16,40,0,1,0,10,1,7,284
datasets/evasion2/EvasionSet2/html/aljazeera.com_phish_v2.html,16,40,0,1,0,10,1,7,284
datasets/evasion2/EvasionSet2/html/alura.com.br_phish_v1.html,109,25,0,0,0,34,1,31,414
datasets/evasion2/EvasionSet2/html/alura.com.br_phish_v2.html,109,25,0,0,0,34,1,31,414
datasets/evasion2/EvasionSet2/html/amazon.com.mx_phish_v1.html,11,0,0,0,0,2,1,11,122
datasets/evasion2/EvasionSet2/html/amazon.com.mx_phish_v2.html,11,0,0,0,0,2,1,11,122
datasets/evasion2/EvasionSet2/html/amazonalexa.com_phish_v1.html,44,0,11,0,0,23,0,333,335
datasets/evasion2/EvasionSet2/html/amazonalexa.com_phish_v2.html,44,0,11,0,0,23,0,333,335
datasets/evasion2/EvasionSet2/html/amazonaws.com_phish_v1.html,4,71,0,0,0,12,6,165,703
datasets/evasion2/EvasionSet2/html/amazonaws.com_phish_v2.html,4,71,0,0,0,12,6,165,703
datasets/evasion2/EvasionSet2/html/amazontrust.com_phish_v1.html,1,0,0,0,0,1,0,0,8
datasets/evasion2/EvasionSet2/html/amazontrust.com_phish_v2.html,1,0,0,0,0,1,0,0,8
datasets/evasion2/EvasionSet2/html/amazonvideo.com_phish_v1.html,17,22,0,0,0,8,16,28,156
datasets/evasion2/EvasionSet2/html/amazonvideo.com_phish_v2.html,17,22,0,0,0,8,16,28,156
datasets/evasion2/EvasionSet2/html/amd.com_phish_v1.html,35,0,0,0,0,6,2,8,256
datasets/evasion2/EvasionSet2/html/amd.com_phish_v2.html,35,0,0,0,0,6,2,8,256
datasets/evasion2/EvasionSet2/html/ameba.jp_phish_v1.html,83,28,0,0,0,1,0,58,250
datasets/evasion2/EvasionSet2/html/ameba.jp_phish_v2.html,83,28,0,0,0,1,0,58,250
datasets/evasion2/EvasionSet2/html/ameblo.jp_phish_v1.html,126,23,0,0,0,3,2,3,178
datasets/evasion2/EvasionSet2/html/ameblo.jp_phish_v2.html,126,23,0,0,0,3,2,3,178
datasets/evasion2/EvasionSet2/html/americanexpress.com_phish_v1.html,13,8,0,0,0,1,1,6,206
datasets/evasion2/EvasionSet2/html/americanexpress.com_phish_v2.html,13,8,0,0,0,1,1,6,206
datasets/evasion2/EvasionSet2/html/amzn.to_phish_v1.html,14,0,0,0,0,2,1,10,141
datasets/evasion2/EvasionSet2/html/amzn.to_phish_v2.html,14,0,0,0,0,2,1,10,141
datasets/evasion2/EvasionSet2/html/animanch.com_phish_v1.html,2,0,0,0,0,8,2,43,290
datasets/evasion2/EvasionSet2/html/animanch.com_phish_v2.html,2,0,0,0,0,8,2,43,290
datasets/evasion2/EvasionSet2/html/aniview.com_phish_v1.html,53,0,0,0,0,45,1,31,669
datasets/evasion2/EvasionSet2/html/aniview.com_phish_v2.html,53,0,0,0,0,45,1,31,669
datasets/evasion2/EvasionSet2/html/aniwatchtv.to_phish_v1.html,8,0,0,0,0,3,7,1,84
datasets/evasion2/EvasionSet2/html/aniwatchtv.to_phish_v2.html,8,0,0,0,0,3,7,1,84
datasets/evasion2/EvasionSet2/html/anydesk.com_phish_v1.html,95,0,0,0,0,4,5,8,304
datasets/evasion2/EvasionSet2/html/anydesk.com_phish_v2.html,95,0,0,0,0,4,5,8,304
datasets/evasion2/EvasionSet2/html/apache.org_phish_v1.html,49,0,0,0,0,6,15,1,110
datasets/evasion2/EvasionSet2/html/apache.org_phish_v2.html,49,0,0,0,0,6,15,1,110
datasets/evasion2/EvasionSet2/html/apnews.com_phish_v1.html,157,361,219,0,0,2,3,26,226
datasets/evasion2/EvasionSet2/html/apnews.com_phish_v2.html,157,361,219,0,0,2,3,26,226
datasets/evasion2/EvasionSet2/html/appcenter.ms_phish_v1.html,7,1,0,0,0,1,0,2,49
datasets/evasion2/EvasionSet2/html/appcenter.ms_phish_v2.html,7,1,0,0,0,1,0,2,49
datasets/evasion2/EvasionSet2/html/applovin.com_phish_v1.html,3,10,0,0,0,1,1,6,168
datasets/evasion2/EvasionSet2/html/applovin.com_phish_v2.html,3,10,0,0,0,1,1,6,168
datasets/evasion2/EvasionSet2/html/appsflyer.com_phish_v1.html,31,1,0,0,0,12,3,3,371
datasets/evasion2/EvasionSet2/html/appsflyer.com_phish_v2.html,31,1,0,0,0,12,3,3,371
datasets/evasion2/EvasionSet2/html/arabx.cam_phish_v1.html,31,0,0,0,0,2,6,50,57
datasets/evasion2/EvasionSet2/html/arabx.cam_phish_v2.html,31,0,0,0,0,2,6,50,57
datasets/evasion2/EvasionSet2/html/archiveofourown.org_phish_v1.html,1,2,0,0,0,6,0,0,69
datasets/evasion2/EvasionSet2/html/archiveofourown.org_phish_v2.html,1,2,0,0,0,6,0,0,69
datasets/evasion2/EvasionSet2/html/argos.co.uk_phish_v1.html,43,48,0,0,0,3,0,45,345
datasets/evasion2/EvasionSet2/html/argos.co.uk_phish_v2.html,43,48,0,0,0,3,0,45,345
datasets/evasion2/EvasionSet2/html/arstechnica.com_phish_v1.html,61,129,0,0,0,4,3,5,669
datasets/evasion2/EvasionSet2/html/arstechnica.com_phish_v2.html,61,129,0,0,0,4,3,5,669
datasets/evasion2/EvasionSet2/html/arxiv.org_phish_v1.html,4,7,0,0,0,3,4,13,51
datasets/evasion2/EvasionSet2/html/arxiv.org_phish_v2.html,4,7,0,0,0,3,4,13,51
datasets/evasion2/EvasionSet2/html/as.com_phish_v1.html,179,32,0,0,0,1,6,0,216
datasets/evasion2/EvasionSet2/html/as.com_phish_v2.html,179,32,0,0,0,1,6,0,216
datasets/evasion2/EvasionSet2/html/asu.edu_phish_v1.html,24,4,0,0,0,2,1,5,221
datasets/evasion2/EvasionSet2/html/asu.edu_phish_v2.html,24,4,0,0,0,2,1,5,221
datasets/evasion2/EvasionSet2/html/asuracomic.net_phish_v1.html,126,310,0,0,0,5,1,339,457
datasets/evasion2/EvasionSet2/html/asuracomic.net_phish_v2.html,126,310,0,0,0,5,1,339,457
datasets/evasion2/EvasionSet2/html/atlassian.net_phish_v1.html,62,22,0,0,0,1,4,141,279
datasets/evasion2/EvasionSet2/html/atlassian.net_phish_v2.html,62,22,0,0,0,1,4,141,279
datasets/evasion2/EvasionSet2/html/attn.tv_phish_v1.html,120,0,0,0,0,1,2,1,323
datasets/evasion2/EvasionSet2/html/attn.tv_phish_v2.html,120,0,0,0,0,1,2,1,323
datasets/evasion2/EvasionSet2/html/aucey.com_phish_v1.html,3,0,0,0,0,1,0,1,23
datasets/evasion2/EvasionSet2/html/aucey.com_phish_v2.html,3,0,0,0,0,1,0,1,23
datasets/evasion2/EvasionSet2/html/avast.com_phish_v1.html,209,0,0,0,0,21,2,74,491
datasets/evasion2/EvasionSet2/html/avast.com_phish_v2.html,209,0,0,0,0,21,2,74,491
datasets/evasion2/EvasionSet2/html/avira.com_phish_v1.html,10,0,0,0,0,2,3,3,367
datasets/evasion2/EvasionSet2/html/avira.com_phish_v2.html,10,0,0,0,0,2,3,3,367
datasets/evasion2/EvasionSet2/html/az24.vn_phish_v1.html,13,0,0,0,0,1,1,10,193
datasets/evasion2/EvasionSet2/html/az24.vn_phish_v2.html,13,0,0,0,0,1,1,10,193
datasets/evasion2/EvasionSet2/html/aznude.com_phish_v1.html,212,623,0,0,0,3,1,4,188
datasets/evasion2/EvasionSet2/html/aznude.com_phish_v2.html,212,623,0,0,0,3,1,4,188
datasets/evasion2/EvasionSet2/html/azure.net_phish_v1.html,99,2,0,0,0,26,1,35,392
datasets/evasion2/EvasionSet2/html/azure.net_phish_v2.html,99,2,0,0,0,26,1,35,392
datasets/evasion2/EvasionSet2/html/b-cdn.net_phish_v1.html,107,1,1,0,0,1,9,72,258
datasets/evasion2/EvasionSet2/html/b-cdn.net_phish_v2.html,107,1,1,0,0,1,9,72,258
datasets/evasion2/EvasionSet2/html/bakusai.com_phish_v1.html,5,0,1,0,0,0,2,3,63
datasets/evasion2/EvasionSet2/html/bakusai.com_phish_v2.html,5,0,1,0,0,0,2,3,63
datasets/evasion2/EvasionSet2/html/bato.to_phish_v1.html,114,0,0,0,0,5,2,4,136
datasets/evasion2/EvasionSet2/html/bato.to_phish_v2.html,114,0,0,0,0,5,2,4,136
datasets/evasion2/EvasionSet2/html/battwo.com_phish_v1.html,114,0,0,0,0,5,2,4,136
datasets/evasion2/EvasionSet2/html/battwo.com_phish_v2.html,114,0,0,0,0,5,2,4,136
datasets/evasion2/EvasionSet2/html/bb2r.com_phish_v1.html,1,0,0,0,0,1,0,0,6
datasets/evasion2/EvasionSet2/html/bb2r.com_phish_v2.html,1,0,0,0,0,1,0,0,6
datasets/evasion2/EvasionSet2/html/beeline.ru_phish_v1.html,29,5,0,0,0,5,4,92,210
datasets/evasion2/EvasionSet2/html/beeline.ru_phish_v2.html,29,5,0,0,0,5,4,92,210
datasets/evasion2/EvasionSet2/html/berkeley.edu_phish_v1.html,27,0,1,0,0,5,1,10,207
datasets/evasion2/EvasionSet2/html/berkeley.edu_phish_v2.html,27,0,1,0,0,5,1,10,207
datasets/evasion2/EvasionSet2/html/betika.com_phish_v1.html,1,0,0,0,0,3,6,1,3
datasets/evasion2/EvasionSet2/html/betika.com_phish_v2.html,1,0,0,0,0,3,6,1,3
datasets/evasion2/EvasionSet2/html/betway.co.za_phish_v1.html,0,0,0,0,0,3,4,0,0
datasets/evasion2/EvasionSet2/html/betway.co.za_phish_v2.html,0,0,0,0,0,3,4,0,0
datasets/evasion2/EvasionSet2/html/bfmtv.com_phish_v1.html,310,29,0,0,0,5,8,8,204
datasets/evasion2/EvasionSet2/html/bfmtv.com_phish_v2.html,310,29,0,0,0,5,8,8,204
datasets/evasion2/EvasionSet2/html/bidmachine.io_phish_v1.html,40,0,1,0,0,1,2,22,150
datasets/evasion2/EvasionSet2/html/bidmachine.io_phish_v2.html,40,0,1,0,0,1,2,22,150
datasets/evasion2/EvasionSet2/html/biomedcentral.com_phish_v1.html,8,8,0,0,0,3,5,8,87
datasets/evasion2/EvasionSet2/html/biomedcentral.com_phish_v2.html,8,8,0,0,0,3,5,8,87
datasets/evasion2/EvasionSet2/html/bit.ly_phish_v1.html,82,11,0,0,0,1,1,46,310
datasets/evasion2/EvasionSet2/html/bit.ly_phish_v2.html,82,11,0,0,0,1,1,46,310
datasets/evasion2/EvasionSet2/html/bitdefender.com_phish_v1.html,18,4,0,0,0,7,15,36,328
datasets/evasion2/EvasionSet2/html/bitdefender.com_phish_v2.html,18,4,0,0,0,7,15,36,328
datasets/evasion2/EvasionSet2/html/bitdefender.net_phish_v1.html,18,4,0,0,0,7,15,36,328
datasets/evasion2/EvasionSet2/html/bitdefender.net_phish_v2.html,18,4,0,0,0,7,15,36,328
datasets/evasion2/EvasionSet2/html/blic.rs_phish_v1.html,121,127,0,0,0,1,3,26,157
datasets/evasion2/EvasionSet2/html/blic.rs_phish_v2.html,121,127,0,0,0,1,3,26,157
datasets/evasion2/EvasionSet2/html/boardgamearena.com_phish_v1.html,16,0,0,0,0,3,13,23,54
datasets/evasion2/EvasionSet2/html/boardgamearena.com_phish_v2.html,16,0,0,0,0,3,13,23,54
datasets/evasion2/EvasionSet2/html/booking.com_phish_v1.html,17,38,0,0,0,41,4,394,404
datasets/evasion2/EvasionSet2/html/booking.com_phish_v2.html,17,38,0,0,0,41,4,394,404
datasets/evasion2/EvasionSet2/html/123av.com_phish_v3.html,2,0,0,0,0,2,1,2,89
datasets/evasion2/EvasionSet2/html/123tt.ru_phish_v3.html,753,0,0,0,0,5,1,6,29
datasets/evasion2/EvasionSet2/html/163.com_phish_v3.html,59,0,0,0,0,2,1,22,287
datasets/evasion2/EvasionSet2/html/1c.ru_phish_v3.html,15,13,1,0,0,1,0,3,96
datasets/evasion2/EvasionSet2/html/24h.com.vn_phish_v3.html,130,87,0,0,0,0,1,262,408
datasets/evasion2/EvasionSet2/html/3bmeteo.com_phish_v3.html,46,0,0,0,0,7,15,27,131
